Data;DataReferencia;IPCA;IPCA_Livres;IPCA_Servicos;IPCA_BensIndustrializados;IPCA_AlimentacaoDomicilio;IPCA_Administrados;Cambio;IGP-M;TaxaDesocupacao;Caminho
01/03/2023;15/12/2023;0.58;0.63;0.68;0.485;0.8;0.47;5.3;0.4895;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/11/2023;0.36;0.29;0.35;0.1466;0.57;0.54;5.27;0.44;8.695;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/01/2023;0.36;0.29;0.35;0.1466;0.57;0.54;5.27;0.44;8.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/02/2023;0.78;0.7655;1.37;0.4;0.13;0.795;5.27;0.44;8.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/03/2023;0.66;0.4;0.32;0.39;0.82;1.65;5.2;0.4009;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/04/2023;0.63;0.445;0.445;0.32;0.69;1.2385;5.2;0.315;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/05/2023;0.4;0.25;0.22;0.37;0.18;0.91;5.2;0.375;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/01/2024;0.44;0.4626;0.41;0.25;0.7513;0.415;5.27;0.4;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/07/2023;0.32;0.26;0.51;0.13;-0.08;0.5;5.2;0.32;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/08/2023;0.26;0.185;0.25;0.2855;-0.05;0.42;5.25;0.352;9.065;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/09/2023;0.35;0.31;0.46;0.26;0.24;0.41;5.25;0.45;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/10/2023;0.44;0.46;0.5;0.38;0.51;0.44;5.25;0.465;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/03/2023;15/06/2023;0.36;0.29;0.49;0.2;0.12;0.545;5.2;0.42;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/04/2024;0.35;0.355;0.36;0.26;0.65;0.484;5.25;0.3;9.58;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/05/2024;0.27;0.185;0.19;0.29;0.15;0.45;5.25;0.3;9.355;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/06/2024;0.22;0.23;0.3655;0.185;0.14;0.38;5.25;0.4;7.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/07/2024;0.22;0.19;0.44;0.075;0.02;0.39;5.25;0.29;7.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/08/2024;0.2;0.19;0.2;0.26;-0.01;0.3;5.255;0.345;7.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/10/2024;0.35;0.3715;0.4481;0.47;0.44;0.32;5.25;0.345;7.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/11/2024;0.31;0.295;0.315;0.21;0.47;0.38;5.25;0.345;7.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/12/2024;0.5;0.6289;0.77;0.52;0.74;0.3;5.3;0.345;7.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/01/2025;0.4;0.46;0.39;0.32;0.63;0.4;5.25;0.345;7.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/03/2024;0.35;0.355;0.259;0.315;0.745;0.4;5.25;0.4;9.69;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/09/2024;0.25;0.28;0.425;0.23;0.25;0.28;5.25;0.4;9.69;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/02/2024;0.52;0.61;1.025;0.3;0.3;0.35;5.25;0.34;9.455;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/02/2025;0.47;0.5;0.8;0.255;0.315;0.35;5.12;0.34;9.455;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/12/2023;0.58;0.64;0.68;0.48;0.805;0.4548;5.26;0.4807;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/01/2023;0.58;0.64;0.68;0.48;0.805;0.4548;5.26;0.4807;8.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/02/2023;0.78;0.77;1.36;0.405;0.06;0.78;5.26;0.4807;8.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/03/2023;0.69;0.4;0.32;0.39;0.775;1.75;5.2;0.4;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/04/2023;0.63;0.44;0.44;0.32;0.7;1.23;5.2;0.31;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/05/2023;0.417;0.25;0.22;0.375;0.205;0.92;5.2;0.4;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/01/2024;0.43;0.4926;0.41;0.25;0.685;0.41;5.243;0.4;9.225;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/07/2023;0.32;0.26;0.515;0.12;-0.09;0.51;5.2;0.32;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/08/2023;0.265;0.18;0.2512;0.281;-0.0525;0.42;5.2;0.35;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/09/2023;0.35;0.31;0.45;0.265;0.18;0.41;5.2;0.47;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/10/2023;0.44;0.4645;0.5;0.405;0.5;0.44;5.24;0.46;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/11/2023;0.36;0.29;0.345;0.1518;0.615;0.54;5.26;0.43;8.695;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/03/2023;15/06/2023;0.36;0.29;0.45;0.2036;0.11;0.55;5.2;0.48;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/03/2024;0.3505;0.35;0.26;0.354;0.63;0.43;5.25;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/04/2024;0.35;0.345;0.36;0.27;0.61;0.44;5.25;0.36;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/05/2024;0.27;0.197;0.2;0.29;0.159;0.48;5.25;0.3;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/06/2024;0.25;0.23;0.36;0.19;0.15;0.4135;5.25;0.365;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/07/2024;0.22;0.19;0.43;0.08;0.02;0.39;5.25;0.29;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/10/2024;0.35;0.4;0.38;0.46;0.41;0.32;5.25;0.29;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/09/2024;0.25;0.29;0.38;0.23;0.18;0.28;5.25;0.29;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/11/2024;0.315;0.33;0.32;0.259;0.56;0.3675;5.25;0.29;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/12/2024;0.5;0.5708;0.68;0.52;0.72;0.3;5.3;0.29;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/01/2025;0.42;0.46;0.4;0.2925;0.61;0.4;5.25;0.29;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/02/2024;0.5;0.62;1.09;0.3;0.3;0.35;5.25;0.34;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/08/2024;0.2;0.19;0.2;0.26;-0.015;0.295;5.26;0.325;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/02/2025;0.47;0.5;0.8;0.25;0.33;0.3;5.2;0.325;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/01/2024;0.42;0.469;0.425;0.28;0.68;0.41;5.24;0.4;9.225;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/11/2023;0.36;0.285;0.34;0.12;0.48;0.62;5.25;0.43;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/12/2023;0.59;0.65;0.7;0.54;0.8;0.48;5.25;0.4861;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/01/2023;0.59;0.65;0.7;0.54;0.8;0.48;5.25;0.4861;8.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/02/2023;0.78;0.785;1.37;0.42;0.03;0.77;5.25;0.4861;8.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/04/2023;0.61;0.43;0.445;0.362;0.66;1.225;5.2;0.32;8.96;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/05/2023;0.4;0.24;0.215;0.36;0.145;0.92;5.2;0.36;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/03/2023;0.72;0.4;0.33;0.395;0.595;1.785;5.2;0.33;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/07/2023;0.32;0.26;0.53;0.11;-0.08;0.52;5.2;0.33;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/08/2023;0.25;0.19;0.25;0.2805;-0.05;0.43;5.2;0.35;9.08;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/09/2023;0.35;0.32;0.45;0.27;0.12;0.4;5.2;0.47;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/10/2023;0.44;0.469;0.5;0.43;0.48;0.44;5.224;0.46;8.97;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/03/2023;15/06/2023;0.36;0.29;0.46;0.21;0.12;0.5774;5.2;0.48;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/07/2024;0.22;0.19;0.405;0.08;0.02;0.4;5.25;0.315;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/04/2024;0.35;0.345;0.36;0.27;0.57;0.435;5.25;0.36;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/05/2024;0.27;0.197;0.2;0.29;0.1545;0.467;5.25;0.3;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/06/2024;0.24;0.23;0.36;0.19;0.145;0.4135;5.25;0.325;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/08/2024;0.2;0.19;0.2;0.26;-0.015;0.3;5.2603;0.325;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/03/2024;0.351;0.35;0.26;0.332;0.625;0.4;5.25;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/10/2024;0.35;0.39;0.4081;0.43;0.43;0.32;5.263;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/11/2024;0.3175;0.3175;0.32;0.2645;0.48;0.375;5.2665;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/12/2024;0.504;0.5685;0.6159;0.46;0.66;0.3;5.3;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/02/2025;0.47;0.5;0.785;0.25;0.315;0.3;5.2;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/09/2024;0.25;0.28;0.365;0.243;0.188;0.28;5.259;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/02/2024;0.505;0.6;1.02;0.3;0.33;0.35;5.25;0.34;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/01/2025;0.42;0.46;0.4;0.2925;0.61;0.4;5.25;0.34;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/12/2023;0.5976;0.662;0.685;0.5513;0.795;0.45;5.25;0.4807;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/01/2024;0.42;0.4595;0.41;0.285;0.68;0.41;5.2395;0.4;9.225;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/02/2023;0.78;0.79;1.36;0.415;0.05;0.78;5.2395;0.4;8.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/03/2023;0.725;0.4;0.32;0.395;0.59;1.765;5.2;0.33;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/04/2023;0.61;0.43;0.45;0.351;0.63;1.2;5.2;0.303;8.96;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/05/2023;0.4;0.24;0.215;0.36;0.145;0.92;5.2;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/01/2023;0.4;0.24;0.215;0.36;0.145;0.92;5.2;0.4;8.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/07/2023;0.34;0.26;0.535;0.11;-0.07;0.58;5.2;0.34;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/08/2023;0.25;0.19;0.25;0.2805;-0.05;0.43;5.2;0.35;9.08;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/09/2023;0.35;0.31;0.45;0.29;0.12;0.3989;5.2;0.45;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/10/2023;0.44;0.49;0.54;0.46;0.489;0.437;5.227;0.46;8.97;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/11/2023;0.36;0.29;0.34;0.12;0.495;0.62;5.2484;0.43;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/03/2023;15/06/2023;0.36;0.29;0.46;0.2094;0.12;0.57;5.2;0.4;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/04/2024;0.35;0.345;0.36;0.27;0.57;0.435;5.25;0.37;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/05/2024;0.27;0.197;0.2;0.29;0.1545;0.4639;5.25;0.3;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/06/2024;0.25;0.23;0.36;0.19;0.145;0.41;5.25;0.35;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/07/2024;0.22;0.19;0.405;0.08;0.02;0.4;5.2836;0.3;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/08/2024;0.2;0.19;0.2;0.26;-0.015;0.3;5.3021;0.325;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/11/2024;0.3175;0.3175;0.32;0.2645;0.48;0.375;5.3445;0.325;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/10/2024;0.35;0.39;0.4081;0.43;0.43;0.32;5.3157;0.325;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/12/2024;0.504;0.5685;0.6159;0.46;0.66;0.3;5.3;0.325;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/01/2025;0.42;0.46;0.4;0.2925;0.61;0.4;5.25;0.325;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/03/2024;0.351;0.35;0.26;0.332;0.625;0.4;5.25;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/09/2024;0.25;0.28;0.365;0.243;0.188;0.28;5.3116;0.4;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/02/2024;0.5;0.6;1.02;0.3;0.33;0.35;5.25;0.35;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/02/2025;0.47;0.5;0.785;0.25;0.315;0.3;5.225;0.35;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/12/2023;0.5976;0.662;0.685;0.5513;0.795;0.444;5.25;0.49;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/01/2023;0.5976;0.662;0.685;0.5513;0.795;0.444;5.25;0.49;8.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/02/2023;0.78;0.79;1.36;0.415;0.05;0.78;5.25;0.49;8.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/03/2023;0.73;0.4;0.32;0.395;0.59;1.75;5.2;0.32;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/04/2023;0.61;0.43;0.45;0.351;0.63;1.2;5.2;0.303;8.96;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/05/2023;0.4;0.24;0.215;0.36;0.145;0.92;5.2;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/01/2024;0.42;0.4595;0.41;0.285;0.68;0.41;5.2395;0.4;9.225;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/07/2023;0.34;0.26;0.535;0.11;-0.07;0.64;5.2;0.34;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/08/2023;0.25;0.19;0.25;0.2805;-0.05;0.43;5.2;0.35;9.08;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/09/2023;0.35;0.31;0.45;0.29;0.12;0.3989;5.2;0.4128;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/10/2023;0.44;0.49;0.54;0.46;0.489;0.437;5.227;0.46;8.97;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/11/2023;0.36;0.29;0.34;0.12;0.495;0.61;5.2484;0.43;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/03/2023;15/06/2023;0.36;0.29;0.46;0.2094;0.12;0.57;5.2;0.485;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/03/2024;0.351;0.35;0.26;0.332;0.62;0.4;5.25;0.39;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/04/2024;0.35;0.35;0.36;0.27;0.56;0.435;5.25;0.35;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/05/2024;0.27;0.197;0.2;0.29;0.159;0.4639;5.25;0.3;9.405;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/06/2024;0.25;0.235;0.36;0.19;0.145;0.41;5.25;0.3;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/07/2024;0.22;0.195;0.405;0.08;0.055;0.4;5.2836;0.3;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/10/2024;0.35;0.405;0.4081;0.43;0.41;0.32;5.3157;0.3;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/09/2024;0.25;0.29;0.365;0.243;0.18;0.28;5.3116;0.3;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/11/2024;0.3175;0.3175;0.32;0.2645;0.45;0.375;5.3445;0.3;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/12/2024;0.504;0.5854;0.6159;0.46;0.6277;0.3;5.3;0.3;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/01/2025;0.4017;0.46;0.4;0.2925;0.61;0.4;5.25;0.3;9.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/02/2024;0.5;0.605;1.02;0.3;0.3;0.35;5.25;0.35;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/08/2024;0.2;0.19;0.2;0.26;0.0;0.3;5.3021;0.31;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/02/2025;0.5;0.5;0.785;0.25;0.315;0.3;5.25;0.31;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/01/2024;0.42;0.4595;0.41;0.285;0.641;0.41;5.25;0.41;9.25;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/11/2023;0.36;0.285;0.34;0.12;0.48;0.61;5.2484;0.43;8.84;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/12/2023;0.5976;0.65;0.685;0.5513;0.79;0.444;5.25;0.49;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/01/2023;0.5976;0.65;0.685;0.5513;0.79;0.444;5.25;0.49;8.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/02/2023;0.78;0.79;1.36;0.415;0.05;0.78;5.25;0.49;8.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/03/2023;15/04/2023;0.61;0.43;0.45;0.351;0.63;1.2;5.2;0.315;8.93;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
